deficiency_code,PortId,VesselGroup,age,deficiency_finding,description_overview,immediate_causes,root_cause_analysis,corrective_action,preventive_action,detainable_deficiency,adjusted_severity
11104,1134,Dry Bulk,4.969199178644764,Instructions for use of the accumulator are not available.,The crew was asked to demonstrate the launching with the accumulator.,Didn't follow procedure and didn't carry out regular check for accumulator.,"Lack of training, lack of regular inspection were some of the things that the crew didn't know about.","To carry out training for all crew, make the operation instruction and post it near the operation position.",It is recommended to check the pressure of the accumulator once a month.,No,2
13106,3161,General Cargo,19.84941820670773,There was oil on the deck underneath the electrical panels in the Forecastle Pump Room.,The Dispensation Letter from Flag was not show to the PSC offices.,The leakage source was identified from a pressure gauge.,The personal factors are insufficient practice lack of regular inspection by vessel crew.,The leaking pressure gauge was arrested and renewed.,Deficiency has been shared with fleet vessels to check and correct similar exits on board.,No,2
11129,232,Dry Bulk,12.358658453114304,The readiness of life-saving appliances is not required.,The lines are not ready for deployment.,There are human factors.,The MOB buoy was not ready for deployment because the bridge officers failed to identify that the line was entangled.,"To make sure the LSA equipment was ready for deployment, the Master ordered the MOB buoy line on the port side to be cleared.",The officer in charge is to make sure the LSA around the vessel is ready for deployment.,No,1
10109,2996,Dry Bulk,3.45242984257358,The navigation lights control panel was found with the mast head starboard light and port side light not working.,There is aNCHOR LOWER LIGHT and FORWARD MASTHEAD LOWER LIGHT.,"During control testing, the navigation lights were found to be in good order.",Poor inspection and maintenance.,"The lights on the mast head, starboard and port side were renewed by the ship staff and the PSCO verified that they were working.","The senior management of the vessel was told by the vessel's Supremo to make sure that routine inspections and testing of the navigation lights, as well as a part of daily test and checks, are carried out prior to arrival.",No,2
1336,480,Oil,8.046543463381246,There is a certificate or documentary evidence of financial security.,A valid certificate for financial security was not put in the officer and crew mess room as requested by the inspector.,Failure to follow procedure,There is a lack of awareness.,There was a copy of the certificate in the mess rooms.,Instructions to paste the copy of insurance certificates is included in the guidance of the company.,No,1
10112,1273,Dry Bulk,11.51813826146475,There were charts for the intended voyage.,There is a lack of communication.,NAVAREA warnings weren't updated properly.,There was no planning for the intended voyage.,The Master requested the required nautical charts for the voyage.,The master requested the relevant charts so that the vessel could prepare the passage plan and port entry in advance.,No,2
11107,2302,Dry Bulk,10.63107460643395,The rescue boat is not ready to operate.,The deficiency was closed by the PSC Inspector.,Failure to follow procedure,There is a lack of situational awareness.,The lashing belts were rolled and secured.,The meeting will discuss how to secure the lashing belt in an emergency.,No,1
11122,2713,Dry Bulk,2.3436002737850785,A wrist or neck strap is not provided for a portable two-way radio telephone.,One two-way vhf radiotelphone apparatus is missing.,There was insufficient awareness and ineffective routine inspections.,There was insufficient awareness and ineffective routine inspections.,Master placed an order for 5 neck straps and a weak link prior to her departure from this port of call.,A company campaign was conducted to ensure that the two-way radios on all fleet vessels are equipped with a wrist or neck strap.,No,1
10138,2477,Oil,15.274469541409994,To be fixed by June 14th 2024.,"As soon as the vessel reported a malfunction, the Company requested a dispensation letter from the flag until necessary spare parts are delivered.",The bridge navigational watch alarm system is operated by the master and navigation officers.,The extended service life of the battery causes it to wear and tear.,The battery was found to be malfunctioning and a defect report was issued.,The Safety Committee Meeting took place after the inspection in order to emphasize the importance of thorough inspections.,No,2
9103,3632,Oil,12.32580424366872,The main Air conditioner compressor unit can't keep the temperature comfortable.,The temperature at various locations in the accommodations was higher than normal and the air temperature was higher than normal.,Improper maintenance is one of the ImMEDIATE CAUSES.,"The full aircon system needs to be flushed, pressure testing of the dryer cores and thermal expansion valves need to be done.","3 no's of portable tower AC's have been supplied for Bridge, CCR and mess rooms, and additional table fans (30 nos) have been supplied for cabins and common spaces.",The staff of the ship were briefed about the condition of aircon.,No,2
2199,1056,Dry Bulk,13.741273100616016,The sewage overboard valve is leaking.,There was a leaking valve.,The unit was inspected and repaired.,"Mental stress, inadequate work site assessment, hazard identification, sabotage, and making safety device inoperative are some of the problems.",There was a new storm valve and new packing installed.,"Crew was briefed on the importance of effective identification, recording and reporting to ensure proper follow up and repair of defects.",No,2
